AMSAssetRef,Latitude,Longitude,State,SnowIceRegion,CorrosionRegionType,StructureClassCode,Height,PaintingType,StructureLoadPercentage,InspectionFrequency
QLD002385_STR_1,-27.579926,151.98715,QLD,No,B (Low),Pole Steel,28.8,Environment / Aesthetic,86,8.0
QLD002388_STR_1,-27.571264,153.03764,QLD,No,B (Low),Pole Steel,25.0,Not Painted,96.5,7.0
QLD002389_STR_1,-27.401482,152.97018,QLD,No,B (Low),Pole Steel,23.8,Environment / Aesthetic,51,7.0
QLD002391_STR_1,-25.313242,152.89145,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,99,6.0
QLD002393_STR_1,-27.386742,153.08984,QLD,No,B (Low),Pole Concrete,25.0,Not Painted,82,7.0
QLD002396_STR_1,-27.33792,153.060008,QLD,No,B (Low),Pole Steel,25.0,Not Painted,70,7.0
QLD002398_STR_1,-27.710196,153.1602,QLD,No,B (Low),Pole Steel,20.0,Not Painted,99.9,7.0
QLD002402_STR_1,-26.627407,153.06956,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,75,8.0
QLD002403_STR_1,-27.598686,152.86894,QLD,No,B (Low),Pole Steel,40.0,Not Painted,82,7.0
QLD002404_STR_1,-26.971400471,152.790014018,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,98,6.0
QLD002405_STR_1,-19.29645,146.80736,QLD,No,F (Inland Tropical),Pole Steel,30.0,Environment / Aesthetic,48,7.0
QLD002406_STR_1,-19.280302,146.82549,QLD,No,F (Inland Tropical),Pole Steel,30.0,Environment / Aesthetic,100,7.0
QLD002407_STR_1,-19.304192,146.7326,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,97,6.0
QLD002408_STR_1,-27.63033,152.75212,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,76,7.0
QLD002409_STR_1,-27.646801,152.75806,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,83,7.0
QLD002411_STR_1,-27.656992,152.78105,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,100,7.0
QLD002412_STR_1,-27.609632,152.77745,QLD,No,B (Low),Pole Steel,25.0,Not Painted,72,7.0
QLD002413_STR_1,-27.587357,152.77019,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,87,7.0
QLD002414_STR_1,-27.862564,153.32094,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,99,7.0
QLD002416_STR_1,-27.632746,153.25235,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,85,6.0
QLD002421_STR_1,-27.784868,153.16974,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,32,8.0
QLD002428_STR_1,-27.604313,151.97243,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,78,8.0
QLD002429_STR_1,-27.581136,151.921948,QLD,No,B (Low),Pole Steel,25.0,Not Painted,36,7.0
QLD002430_STR_1,-27.549541,151.94356,QLD,No,B (Low),Pole Steel,25.0,Not Painted,23,7.0
QLD002431_STR_1,-27.541462,151.94946,QLD,No,B (Low),Pole Steel,25.0,Not Painted,40,7.0
QLD002432_STR_1,-27.450148,151.94574,QLD,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,95,7.0
QLD002437_STR_1,-27.073223,152.91653,QLD,No,C (Medium),Pole Steel,35.0,Not Painted,82,7.0
QLD002439_STR_1,-27.12512,152.93538,QLD,No,B (Low),Pole Steel,30.0,Not Painted,75,8.0
QLD002450_STR_1,-24.216043697,151.896152382,QLD,No,C (Medium),Pole Steel,35.0,Not Painted,100,6.0
QLD002456_STR_1,-27.542803,153.0354,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,54,7.0
QLD002473_STR_1,-27.10556,152.9775,QLD,No,B (Low),Pole Steel,35.0,Not Painted,82,8.0
QLD002478_STR_1,-24.11481,148.0883,QLD,No,B (Low),Pole Steel,15.0,Not Painted,50,7.0
QLD002488_STR_1,-27.156069,152.97398,QLD,No,B (Low),Pole Steel,30.0,Not Painted,82,7.0
QLD002496_STR_1,-27.26994003,152.98042617,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,91,7.0
QLD002500_STR_1,-19.15702,146.84529,QLD,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,85,4.0
QLD002512_STR_1,-27.987936,153.36235,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,85,6.0
QLD002514_STR_1,-21.160078,149.18715,QLD,No,C (Medium),Pole Concrete,30.0,Not Painted,71,7.0
QLD002515_STR_1,-27.77755,152.94275,QLD,No,B (Low),Pole Concrete,40.0,Environment / Aesthetic,87,5.0
QLD002516_STR_1,-27.80227,152.95142,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,100,7.0
QLD002517_STR_1,-20.705082305,140.505695408,QLD,No,B (Low),Pole Steel,25.0,Not Painted,69,7.0
QLD002519_STR_1,-28.236288,152.0415,QLD,No,B (Low),Pole Steel,25.0,Not Painted,30,7.0
QLD002521_STR_1,-27.14092,152.92874,QLD,No,B (Low),Pole Steel,35.0,Not Painted,82,7.0
QLD002522_STR_1,-27.106817,152.89584,QLD,No,B (Low),Pole Steel,30.0,Not Painted,90,9.0
QLD002524_STR_1,-23.347122,150.50691,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,72,6.0
QLD002525_STR_1,-26.316395,152.82936,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,92,8.0
QLD002530_STR_1,-27.554008,152.97543,QLD,No,B (Low),Pole Steel,25.0,Not Painted,50,7.0
QLD002531_STR_1,-27.376510952,152.837341347,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,80,7.0
QLD002532_STR_1,-23.373047,150.54521,QLD,No,F (Inland Tropical),Pole Steel,30.0,Environment / Aesthetic,81,6.0
QLD002533_STR_1,-21.085543,149.21262,QLD,No,E (Very High),Pole Steel,28.8,Environment / Aesthetic,87,4.0
QLD002534_STR_1,-23.41077,150.51453,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,92,6.0
QLD002535_STR_1,-24.898472,152.37497,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,71,8.0
QLD002536_STR_1,-23.869181,151.286838,QLD,No,C (Medium),Pole Steel,20.0,Not Painted,97,7.0
QLD002548_STR_1,-28.011314534,151.586979947,QLD,No,B (Low),Pole Timber,15.0,Not Painted,39,7.0
QLD002578_STR_1,-27.426698924,153.520058466,QLD,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,90,4.0
QLD002579_STR_1,-27.528624,153.0057,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,87,7.0
QLD002581_STR_1,-27.437492,153.08508,QLD,No,B (Low),Pole Steel,25.0,Not Painted,95,7.0
QLD002586_STR_1,-27.108734,152.55234,QLD,No,B (Low),Pole Steel,30.0,Not Painted,99,9.0
QLD002587_STR_1,-27.777525,153.01169,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,91,7.0
QLD002591_STR_1,-27.867472,153.35052,QLD,No,C (Medium),Pole Steel,18.8,Environment / Aesthetic,99,6.0
QLD002592_STR_1,-27.74906922,153.34737474,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,94,8.0
QLD002595_STR_1,-27.905333,153.34157,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,100,7.0
QLD002606_STR_1,-26.71558,153.10481,QLD,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,93,6.0
QLD002617_STR_1,-22.7979555,150.1376,QLD,No,F (Inland Tropical),Triad Steel,9.0,Not Painted,70,7.0
QLD002625_STR_1,-22.809454,148.70184,QLD,No,B (Low),Pole Steel,30.0,Not Painted,78,7.0
QLD002645_STR_1,-27.606426,152.91904,QLD,No,B (Low),Pole Steel,28.8,Not Painted,68,7.0
QLD002651_STR_1,-27.66396,153.09727,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,93,7.0
QLD002679_STR_1,-27.602503,153.23215,QLD,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,82,8.0
QLD002687_STR_1,-23.333532,150.72697,QLD,No,C (Medium),Tower Steel,34.6,Not Painted,96,7.0
QLD002688_STR_1,-26.13791541,151.607412284,QLD,No,B (Low),Tower Steel,40.0,Not Painted,92,8.0
QLD002689_STR_1,-24.542706,151.8433,QLD,No,B (Low),Tower Steel,45.0,Not Painted,99,9.0
QLD002699_STR_1,-17.093613,145.78687,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,79,6.0
QLD002720_STR_1,-21.03525,149.15911,QLD,No,E (Very High),Pole Steel,25.0,Not Painted,96,4.0
QLD002737_STR_1,-25.290116204,152.745052301,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,66,6.0
QLD002738_STR_1,-27.69869,153.10528,QLD,No,B (Low),Tower Steel,50.0,Protection,100,6.0
QLD002746_STR_1,-27.450674,153.05885,QLD,No,B (Low),Pole Steel,30.0,Not Painted,79,6.0
QLD002762_STR_1,-27.572681,153.01549,QLD,No,B (Low),Pole Concrete,25.0,Not Painted,64,7.0
QLD002765_STR_1,-27.522604,153.05502,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,67,7.0
QLD002766_STR_1,-13.046286,143.456882,QLD,No,C (Medium),Pole Steel,12.0,Not Painted,100,8.0
QLD002769_STR_1,-26.739054,150.62474,QLD,No,B (Low),Pole Concrete,35.0,Not Painted,75,7.0
QLD002786_STR_1,-24.441039307,148.416885557,QLD,No,B (Low),Mast Guyed,60.0,Not Painted,85,5.0
QLD002804_STR_1,-26.702656,152.80545,QLD,No,C (Medium),Tower Steel,38.1,Not Painted,97,4.0
QLD002835_STR_1,-21.123043,149.15604,QLD,No,C (Medium),Pole Steel,20.0,Not Painted,65,7.0
QLD002837_STR_1,-27.259401,153.08694,QLD,No,C (Medium),Pole Steel,23.8,Environment / Aesthetic,97,7.0
QLD002840_STR_1,-25.263641,152.813,QLD,No,E (Very High),Pole Steel,25.0,Environment / Aesthetic,100,5.0
QLD002843_STR_1,-22.2265105,142.785874888,QLD,No,B (Low),Triad Steel,9.0,Not Painted,50,9.0
QLD002844_STR_1,-27.42744,152.98146,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,89,8.0
QLD002863_STR_1,-27.403020199,153.061464552,QLD,No,B (Low),Pole Steel,23.8,Not Painted,65,6.0
QLD002870_STR_1,-28.15885161,153.40526702,QLD,No,C (Medium),Pole Steel,28.8,Environment / Aesthetic,93.35,8.0
QLD002894_STR_1,-27.66341,153.05056,QLD,No,B (Low),Pole Steel,30.0,Not Painted,64,7.0
QLD002895_STR_1,-27.738274,153.23474,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,84,6.0
QLD002902_STR_1,-27.93233,153.38234,QLD,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,60,6.0
QLD002916_STR_1,-27.67137,153.19331,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,100,7.0
QLD002924_STR_1,-27.862656,153.3123,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,93,6.0
QLD002927_STR_1,-27.688059,153.26765,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,74,8.0
QLD002933_STR_1,-28.100773,153.42455,QLD,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,65,6.0
QLD002939_STR_1,-27.478895,153.1406,QLD,No,B (Low),Pole Steel,30.0,Not Painted,35,7.0
QLD002940_STR_2,-27.46169,153.13042,QLD,No,B (Low),Pole Steel,25.0,Not Painted,92,7.0
QLD002942_STR_1,-27.68462,153.15666,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,100,7.0
QLD002943_STR_1,-27.350651282,153.046568592,QLD,No,B (Low),Pole Steel,30.0,Not Painted,91,7.0
QLD002959_STR_1,-27.705584,153.05525,QLD,No,B (Low),Pole Steel,30.0,Not Painted,92,9.0
QLD002963_STR_1,-27.347937,152.99167,QLD,No,B (Low),Pole Concrete,35.0,Environment / Aesthetic,100,8.0
QLD002963_STR_2,-27.347952354,152.991706939,QLD,No,B (Low),Building External,4.0,Not Painted,100,5.0
QLD003015_STR_1,-24.855803,152.37057,QLD,No,B (Low),Pole Steel,20.0,Not Painted,87,7.0
QLD003027_STR_1,-27.688784,153.01007,QLD,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,80,7.0
QLD003035_STR_1,-28.11543,153.3959,QLD,No,C (Medium),Pole Steel,23.8,Environment / Aesthetic,90,6.0
QLD003046_STR_1,-21.15691,149.04733,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,100,6.0
QLD003047_STR_1,-23.148848,150.75111,QLD,No,E (Very High),Pole Steel,15.0,Environment / Aesthetic,65,4.0
QLD003049_STR_1,-19.34965848,146.89237183,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,89,9.0
QLD003050_STR_1,-24.78568,152.39499,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,96,8.0
QLD003051_STR_1,-19.25775,146.71164,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,99,6.0
QLD003052_STR_1,-19.28199681,146.698196355,QLD,No,F (Inland Tropical),Pole Steel,23.8,Environment / Aesthetic,99,7.0
QLD003053_STR_1,-19.316428031,146.695470962,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,75.5,7.0
QLD003054_STR_1,-19.251701,146.685,QLD,No,F (Inland Tropical),Pole Concrete,25.0,Environment / Aesthetic,79,6.0
QLD003059_STR_1,-26.7216,153.1286,QLD,No,E (Very High),Pole Steel,15.0,Not Painted,78,4.0
QLD003065_STR_1,-28.053104,153.35611,QLD,No,C (Medium),Pole Steel,23.8,Environment / Aesthetic,96,4.0
QLD003081_STR_1,-23.182314903,150.792020654,QLD,No,E (Very High),Pole Steel,18.71,Not Painted,96,4.0
QLD003099_STR_1,-27.45986,152.96474,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,69,8.0
QLD003119_STR_1,-26.410228,153.085397,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,84,7.0
QLD003121_STR_1,-27.216572,153.0233,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,98,8.0
QLD003123_STR_1,-27.942698,153.31155,QLD,No,C (Medium),Pole Steel,23.8,Not Painted,77,6.0
QLD003124_STR_1,-27.815857963,153.247944332,QLD,No,C (Medium),Pole Steel,18.8,Environment / Aesthetic,62,6.0
QLD003125_STR_1,-27.824472,153.31178,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,89,7.0
QLD003126_STR_1,-27.833256,153.33215,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,70,7.0
QLD003128_STR_1,-28.164815,153.431785,QLD,No,C (Medium),Pole Steel,35.0,Not Painted,90,6.0
QLD003134_STR_1,-23.957991,151.372875,QLD,No,E (Very High),Pole Concrete,25.0,Environment / Aesthetic,99,4.0
QLD003140_STR_1,-20.276114,148.72894,QLD,No,E (Very High),Pole Steel,23.8,Not Painted,81,5.0
QLD003143_STR_1,-27.886032,153.26753,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,99,7.0
QLD003144_STR_1,-27.848505,153.28009,QLD,No,C (Medium),Pole Steel,28.8,Environment / Aesthetic,96,6.0
QLD003151_STR_1,-24.489195,150.088057,QLD,No,B (Low),Pole Steel,30.0,Not Painted,100,10.0
QLD003196_STR_1,-20.837416,148.654533,QLD,No,F (Inland Tropical),Tower Steel,41.81,Not Painted,91,7.0
QLD003212_STR_1,-25.260663126,151.766414111,QLD,No,B (Low),Mast Guyed,61.0,Not Painted,100,5.0
QLD003255_STR_1,-28.5717461,150.754208027,QLD,No,B (Low),Pole Concrete,40.0,Not Painted,63,7.0
QLD003258_STR_1,-23.667824699,150.136375631,QLD,No,B (Low),Pole Steel,30.0,Not Painted,74,10.0
QLD003277_STR_1,-27.431671,153.10785,QLD,No,B (Low),Pole Concrete,25.0,Not Painted,88,7.0
QLD003299_STR_1,-26.091280247,152.239044687,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,92,7.0
QLD003313_STR_1,-26.68848,152.95881,QLD,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,90,6.0
QLD003318_STR_1,-26.75021,153.09967,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,85,7.0
QLD003319_STR_1,-19.336504,146.73332,QLD,No,F (Inland Tropical),Pole Steel,28.8,Environment / Aesthetic,82,7.0
QLD003341_STR_1,-23.277305386,150.808419657,QLD,No,E (Very High),Pole Concrete,35.0,Not Painted,58,7.0
QLD003370_STR_1,-21.9864,148.02215,QLD,No,B (Low),Pole Steel,35.0,Not Painted,77,8.0
QLD003382_STR_1,-27.616312,152.98743,QLD,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,57,7.0
QLD003384_STR_1,-27.611422,152.94286,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,90,7.0
QLD003394_STR_1,-27.271202,153.0171,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,72,7.0
QLD003399_STR_1,-27.78632,153.36421,QLD,No,C (Medium),Pole Concrete,30.0,Not Painted,79,6.0
QLD003405_STR_1,-17.035812,145.73293,QLD,No,F (Inland Tropical),Pole Concrete,40.0,Environment / Aesthetic,78,6.0
QLD003418_STR_1,-27.627312,152.60732,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,58,5.0
QLD003426_STR_1,-27.677,152.87846,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,87,8.0
QLD003430_STR_1,-27.64676,152.87878,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,56,7.0
QLD003431_STR_1,-26.784438,153.066183,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,84,7.0
QLD003438_STR_1,-27.032883,152.934552,QLD,No,C (Medium),Pole Concrete,35.0,Environment / Aesthetic,86,6.0
QLD003440_STR_1,-27.453419,153.1103,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,59,8.0
QLD003441_STR_1,-27.245926,153.04301,QLD,No,B (Low),Pole Concrete,40.0,Environment / Aesthetic,40,7.0
QLD003445_STR_1,-27.480661,152.56291,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,100,9.0
QLD003449_STR_1,-24.488028723,150.577640807,QLD,No,B (Low),Pole Concrete,14.5,Not Painted,30,7.0
QLD003451_STR_1,-27.686661,152.929017,QLD,No,B (Low),Pole Steel,35.0,Not Painted,70,7.0
QLD003454_STR_1,-27.499163,153.0284,QLD,No,B (Low),Pole Concrete,25.0,Not Painted,100,7.0
QLD003460_STR_1,-24.818697,152.4549,QLD,No,C (Medium),Pole Concrete,18.0,Environment / Aesthetic,95,6.0
QLD003461_STR_1,-26.225811,152.67705,QLD,No,C (Medium),Pole Steel,25.0,Not Painted,63,7.0
QLD003471_STR_1,-28.051588958,152.741714973,QLD,No,B (Low),Pole Steel,20.0,Not Painted,57,9.0
QLD003472_STR_2,-26.849363,152.546147,QLD,No,B (Low),Pole Steel,28.8,Not Painted,73,9.0
QLD003479_STR_1,-27.617159,152.7261,QLD,No,B (Low),Pole Steel,13.8,Environment / Aesthetic,72,7.0
QLD003514_STR_1,-26.3780042,153.032790049,QLD,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,81,6.0
QLD003527_STR_1,-12.650907961,141.862738479,QLD,No,C (Medium),Pole Steel,35.0,Not Painted,100,7.0
QLD003537_STR_1,-16.846905,145.73454,QLD,No,E (Very High),Pole Steel,35.0,Environment / Aesthetic,85,6.0
QLD003554_STR_1,-25.953246234,149.064213833,QLD,No,B (Low),Pole Steel,30.0,Not Painted,77,10.0
QLD003561_STR_1,-27.55671,152.33978,QLD,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,94,7.0
QLD003563_STR_1,-21.262067518,149.024515979,QLD,No,F (Inland Tropical),Pole Steel,25.0,Not Painted,74,9.0
QLD003566_STR_1,-27.523783,151.93228,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,68,8.0
QLD003567_STR_1,-26.739950001,152.967802,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,67,8.0
QLD003568_STR_1,-24.973704115,152.430242529,QLD,No,C (Medium),Pole Concrete,40.0,Not Painted,100,9.0
QLD003576_STR_1,-23.3582,150.49574,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,95,8.0
QLD003577_STR_1,-23.366362,150.53944,QLD,No,F (Inland Tropical),Pole Steel,30.0,Not Painted,78,6.0
QLD003578_STR_1,-17.87423,146.0967,QLD,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,62,6.0
QLD003580_STR_1,-16.92402,145.75879,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,74,7.0
QLD003582_STR_1,-26.791255986,153.13378344,QLD,No,E (Very High),Pole Concrete,30.0,Not Painted,97,4.0
QLD003584_STR_1,-27.451092,152.369018,QLD,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,100,8.0
QLD003588_STR_1,-26.362226,152.9998,QLD,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,62,6.0
QLD003589_STR_1,-23.45727,150.45424,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,91,7.0
QLD003592_STR_1,-26.626104109,151.706078057,QLD,No,B (Low),Pole Concrete,35.0,Not Painted,84,10.0
QLD003595_STR_1,-27.676771,153.06,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,93,8.0
QLD003635_STR_1,-19.292534,146.71127,QLD,No,F (Inland Tropical),Pole Steel,25.0,Environment / Aesthetic,46,7.0
QLD003648_STR_1,-27.48896,153.23393,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,42,8.0
QLD003654_STR_1,-27.491738,153.0996,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,65,8.0
QLD003662_STR_1,-27.761429906,153.227575067,QLD,No,C (Medium),Pole Concrete,30.0,Not Painted,63,7.0
QLD003664_STR_1,-27.352133333,153.003619444,QLD,No,B (Low),Pole Concrete,20.0,Environment / Aesthetic,32,7.0
QLD003669_STR_1,-21.12412,149.09657,QLD,No,F (Inland Tropical),Pole Concrete,35.0,Not Painted,100,8.0
QLD003677_STR_1,-24.294772,150.940317,QLD,No,B (Low),Mast Guyed,16.5,Not Painted,50,5.0
QLD003679_STR_1,-27.85426,152.99266,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,92,7.0
QLD003681_STR_1,-19.304008,146.7796,QLD,No,F (Inland Tropical),Pole Concrete,25.0,Environment / Aesthetic,39,7.0
QLD003686_STR_1,-26.712296,153.06345,QLD,No,C (Medium),Pole Concrete,25.0,Environment / Aesthetic,85,6.0
QLD003695_STR_1,-23.917887,151.20772,QLD,No,B (Low),Pole Concrete,33.5,Environment / Aesthetic,77,7.0
QLD003696_STR_1,-23.144454,150.718791,QLD,No,C (Medium),Pole Steel,25.0,Not Painted,71,7.0
QLD003698_STR_1,-19.254911,146.62144,QLD,No,F (Inland Tropical),Pole Concrete,35.0,Environment / Aesthetic,93,9.0
QLD003699_STR_1,-19.39845,146.71341,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,63,6.0
QLD003700_STR_1,-21.0872,149.15715,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,94,7.0
QLD003705_STR_1,-27.226383,153.00127,QLD,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,76,7.0
QLD003706_STR_1,-27.546274,152.1292,QLD,No,B (Low),Pole Steel,20.0,Not Painted,75,7.0
QLD003708_STR_2,-26.880483,150.347289,QLD,No,B (Low),Pole Concrete,45.0,Not Painted,43,10.0
QLD003709_STR_1,-27.08195,152.93448,QLD,No,B (Low),Pole Steel,35.0,Not Painted,80,5.0
QLD003711_STR_1,-27.730944,153.15515,QLD,No,B (Low),Pole Concrete,35.0,Environment / Aesthetic,81,8.0
QLD003718_STR_1,-27.63716,152.70171,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,56,7.0
QLD003723_STR_1,-27.201385967,153.005936158,QLD,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,100,7.0
QLD003729_STR_1,-27.079748,153.10663,QLD,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,90,8.0
QLD003750_STR_1,-27.997967795,152.683668316,QLD,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,95,7.0
QLD003763_STR_1,-17.55618,146.03572,QLD,No,F (Inland Tropical),Pole Concrete,40.0,Environment / Aesthetic,98,9.0
QLD003769_STR_1,-27.464486715,152.060430857,QLD,No,B (Low),Pole Steel,12.8,Environment / Aesthetic,17,7.0
QLD003788_STR_1,-19.413721,146.9419,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,89,8.0
QLD003789_STR_1,-27.845784406,153.303024805,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,87,6.0
QLD003795_STR_1,-20.231264141,140.141337805,QLD,No,B (Low),Tower Steel,50.0,Not Painted,55,9.0
QLD003796_STR_1,-27.55361,153.07487,QLD,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,60,8.0
QLD003809_STR_1,-27.50641,151.84708,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,28,10.0
QLD003824_STR_1,-23.50258,148.15637,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,81,7.0
QLD003826_STR_1,-26.89789,152.96031,QLD,No,C (Medium),Pole Concrete,25.0,Environment / Aesthetic,93,6.0
QLD003831_STR_1,-27.751822,153.2382,QLD,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,50,7.0
QLD003832_STR_1,-27.65372,153.25558,QLD,No,C (Medium),Pole Concrete,40.0,Environment / Aesthetic,73,8.0
QLD003834_STR_1,-27.062936485,153.15831923,QLD,No,E (Very High),Pole Concrete,25.0,Environment / Aesthetic,43,4.0
QLD003835_STR_1,-24.643590974,149.074906308,QLD,No,B (Low),Mast Guyed,20.5,Not Painted,50,5.0
QLD003836_STR_1,-21.154266,149.16522,QLD,No,C (Medium),Pole Concrete,25.0,Not Painted,86,6.0
QLD003838_STR_1,-27.81757,152.67201,QLD,No,B (Low),Pole Concrete,35.0,Not Painted,80,10.0
QLD003842_STR_1,-27.75473,153.00508,QLD,No,B (Low),Pole Concrete,35.0,Not Painted,58,8.0
QLD003847_STR_1,-25.300643,152.862695,QLD,No,C (Medium),Pole Concrete,25.0,Not Painted,83,7.0
QLD003854_STR_1,-27.56959,153.33377,QLD,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,75,6.0
QLD003855_STR_1,-26.932005338,151.449088477,QLD,No,B (Low),Pole Concrete,25.0,Not Painted,32,7.0
QLD003857_STR_1,-21.117653,149.1949,QLD,No,C (Medium),Pole Concrete,30.0,Not Painted,32,6.0
QLD003859_STR_1,-27.394531,152.99614,QLD,No,B (Low),Pole Concrete,35.0,Not Painted,59,7.0
QLD003860_STR_1,-27.058022,152.95987,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,77,6.0
QLD003862_STR_1,-27.606947,152.75896,QLD,No,B (Low),Pole Concrete,35.0,Not Painted,52,7.0
QLD003863_STR_1,-20.694305,139.48822,QLD,No,B (Low),Pole Steel,30.0,Not Painted,62,7.0
QLD003867_STR_1,-19.35966,146.83562,QLD,No,F (Inland Tropical),Pole Concrete,35.0,Not Painted,59,9.0
QLD003869_STR_1,-19.424583899,146.830801225,QLD,No,F (Inland Tropical),Pole Concrete,30.0,Not Painted,52,7.0
