AMSAssetRef,Latitude,Longitude,State,SnowIceRegion,CorrosionRegionType,StructureClassCode,Height,PaintingType,StructureLoadPercentage,InspectionFrequency
NT000456_STR_1,-13.540176,131.37096,NT,No,F (Inland Tropical),Mast Guyed,30.5,Not Painted,50,5.0
NT000458_STR_1,-24.872435,129.080068,NT,No,B (Low),Tower Steel,30.0,Not Painted,95,6.0
NT000462_STR_1,-14.28042669,132.834678,NT,No,B (Low),Mast Guyed,40.0,Not Painted,50,5.0
NT000465_STR_1,-12.584320163,131.247736427,NT,No,F (Inland Tropical),Mast Guyed,51.0,Not Painted,100,5.0
NT000466_STR_1,-22.989825,134.842022,NT,No,B (Low),Mast Guyed,70.0,Not Painted,94,5.0
NT000467_STR_1,-23.941935747,132.776984162,NT,No,B (Low),Mast Guyed,24.6,Not Painted,67,4.0
NT000468_STR_1,-15.220606,134.08199,NT,No,B (Low),Mast Free Standing,17.0,Not Painted,99,5.0
NT000469_STR_2,-25.128787002,132.569682172,NT,No,B (Low),Mast Free Standing,31.5,Not Painted,92,6.0
NT000473_STR_1,-11.147899,132.57393,NT,No,E (Very High),Mast Guyed,30.0,Not Painted,100,3.0
NT000474_STR_1,-24.319958,134.0958,NT,No,B (Low),Tower Steel,30.0,Not Painted,90,9.0
NT000475_STR_1,-23.25441333,131.27748511,NT,No,B (Low),Mast Free Standing,23.0,Not Painted,85,7.0
NT000476_STR_1,-22.514991,132.753812,NT,No,B (Low),Mast Guyed,30.8,Not Painted,78,5.0
NT000477_STR_1,-11.75652,130.63705,NT,No,E (Very High),Tower Steel,20.0,Not Painted,100,4.0
NT000478_STR_1,-14.733752703,134.733026639,NT,No,B (Low),Tower Steel,19.0,Not Painted,100,7.0
NT000480_STR_1,-14.279068,135.740296,NT,No,E (Very High),Mast Free Standing,30.12,Protection,85,4.0
NT000482_STR_1,-11.402153,130.41762,NT,No,E (Very High),Mast Guyed,30.5,Not Painted,98,3.0
NT000484_STR_1,-14.35095,129.88216,NT,No,B (Low),Mast Guyed,20.5,Not Painted,100,5.0
NT000485_STR_1,-14.15618745,130.08210417,NT,No,B (Low),Mast Guyed,20.5,Not Painted,100,5.0
NT000487_STR_1,-12.328238889,134.926438889,NT,No,F (Inland Tropical),Mast Guyed,40.0,Not Painted,92,4.0
NT000491_STR_1,-15.656615,130.47893,NT,No,B (Low),Tower Steel,30.0,Not Painted,45,6.0
NT000492_STR_1,-22.08792139,134.77486817,NT,No,B (Low),Mast Free Standing,32.53,Not Painted,70,7.0
NT000493_STR_1,-14.240126251,129.519944346,NT,No,B (Low),Tower Steel,40.0,Not Painted,96,6.0
NT000494_STR_1,-24.124477,133.087629,NT,No,B (Low),Mast Guyed,20.5,Not Painted,85,4.0
NT000496_STR_1,-11.648136899,133.384950018,NT,No,E (Very High),Mast Guyed,40.0,Not Painted,60,3.0
NT000498_STR_1,-12.250353,136.89531,NT,No,E (Very High),Tower Steel,35.0,Not Painted,100,4.0
NT000499_STR_1,-11.22428333,130.369483333,NT,No,E (Very High),Mast Guyed,30.5,Not Painted,85,4.0
NT000500_STR_3,-12.122904,134.9095,NT,No,E (Very High),Mast Guyed,48.5,Not Painted,100,4.0
NT000502_STR_1,-24.252136,131.510463,NT,No,B (Low),Mast Free Standing,17.0,Not Painted,45,7.0
NT000503_STR_1,-16.757585584,136.984802952,NT,No,B (Low),Mast Guyed,20.5,Not Painted,50,5.0
NT000504_STR_2,-24.130326214,134.376409078,NT,No,B (Low),Tower Steel,30.0,Not Painted,100,6.0
NT000508_STR_1,-12.81087555,130.54813541,NT,No,F (Inland Tropical),Mast Guyed,70.0,Not Painted,100,5.0
NT000531_STR_1,-17.44184,130.82982,NT,No,B (Low),Mast Guyed,60.0,Not Painted,81,5.0
NT000534_STR_1,-16.389351522,131.558078915,NT,No,B (Low),Mast Guyed,70.0,Not Painted,96.9,5.0
NT000535_STR_1,-16.34852526,130.9818498,NT,No,B (Low),Mast Guyed,70.0,Not Painted,94.4,5.0
NT000536_STR_1,-14.513167,132.94148,NT,No,B (Low),Mast Guyed,70.0,Not Painted,72,5.0
NT000543_STR_1,-14.290037094,133.409472424,NT,No,B (Low),Mast Guyed,70.0,Not Painted,65,5.0
NT000566_STR_1,-23.227388,134.1016,NT,No,B (Low),Tower Steel,30.0,Not Painted,49,9.0
NT000567_STR_1,-22.998648,134.40704,NT,No,B (Low),Mast Guyed,80.0,Not Painted,92,5.0
NT000583_STR_1,-22.251449235,131.79853512,NT,No,B (Low),Mast Guyed,40.0,Not Painted,100,5.0
NT000584_STR_1,-22.810962,132.599835,NT,No,B (Low),Mast Guyed,40.0,Not Painted,94,5.0
NT000585_STR_1,-21.73103954,132.337782,NT,No,B (Low),Mast Guyed,70.0,Not Painted,75,5.0
NT000589_STR_1,-25.195658,133.20163,NT,No,B (Low),Tower Steel,30.5,Not Painted,50,8.0
NT000599_STR_1,-25.584913577,134.573542533,NT,No,B (Low),Mast Guyed,40.0,Not Painted,71,5.0
NT000607_STR_1,-23.190775,131.923388,NT,No,B (Low),Mast Guyed,70.0,Not Painted,58,5.0
NT000611_STR_1,-23.310349635,131.071440666,NT,No,B (Low),Mast Guyed,60.0,Not Painted,68,5.0
NT000612_STR_1,-23.343903481,130.624576371,NT,No,B (Low),Mast Guyed,60.0,Not Painted,65,5.0
NT000613_STR_1,-23.2652194,130.245319404,NT,No,B (Low),Mast Guyed,80.0,Not Painted,69,5.0
NT000614_STR_1,-23.213373008,129.794739155,NT,No,B (Low),Mast Guyed,60.0,Not Painted,63,5.0
NT000615_STR_1,-23.193448916,129.354655823,NT,No,B (Low),Mast Guyed,80.0,Not Painted,66,5.0
NT000616_STR_1,-22.298464,133.80476,NT,No,B (Low),Mast Guyed,80.0,Not Painted,84,5.0
NT000617_STR_1,-22.24004833,134.31552028,NT,No,B (Low),Tower Steel,30.0,Not Painted,65,9.0
NT000618_STR_1,-22.19864697,134.826045282,NT,No,B (Low),Mast Guyed,70.0,Not Painted,85,5.0
NT000619_STR_1,-21.830399432,134.825343066,NT,No,B (Low),Mast Guyed,70.0,Not Painted,99,5.0
NT000620_STR_1,-21.744654424,135.210266896,NT,No,B (Low),Mast Guyed,70.0,Not Painted,80,5.0
NT000628_STR_1,-20.015301846,135.615502412,NT,No,B (Low),Mast Guyed,70.0,Not Painted,80,5.0
NT000629_STR_1,-20.371822934,135.375690082,NT,No,B (Low),Mast Guyed,70.0,Not Painted,81,5.0
NT000648_STR_1,-16.307066,133.38657,NT,No,B (Low),Tower Steel,30.0,Not Painted,50,9.0
NT000655_STR_1,-22.212815867,131.390519819,NT,No,B (Low),Mast Guyed,90.0,Not Painted,95,5.0
NT000663_STR_1,-21.002449,134.407307,NT,No,B (Low),Mast Guyed,30.5,Not Painted,72,4.0
NT000664_STR_1,-23.722121528,133.856758582,NT,No,B (Low),Tower Steel,45.7,Not Painted,65,8.0
NT000665_STR_1,-25.355997,131.0675,NT,No,B (Low),Mast Free Standing,20.5,Not Painted,25.4,7.0
NT000667_STR_1,-13.847182301,136.43437831,NT,No,E (Very High),Tower Steel,11.0,Not Painted,98,5.0
NT000670_STR_1,-13.671390247,136.210330929,NT,No,E (Very High),Mast Guyed,103.0,Not Painted,95,4.0
NT000671_STR_1,-19.645517025,135.751961092,NT,No,B (Low),Tower Steel,76.2,Not Painted,57,8.0
NT000673_STR_1,-13.045932522,131.027234267,NT,No,F (Inland Tropical),Pole Concrete,40.0,Not Painted,52,6.0
NT000676_STR_1,-12.985633,131.14351,NT,No,F (Inland Tropical),Tower Steel,30.5,Not Painted,100,7.0
NT000678_STR_1,-25.312037,131.75784,NT,No,B (Low),Mast Guyed,86.1,Not Painted,91,5.0
NT000678_STR_2,-25.311992185,131.757867784,NT,No,B (Low),Pole Steel,9.0,Not Painted,91,5.0
NT000681_STR_1,-23.100328429,133.712936225,NT,No,B (Low),Mast Guyed,63.6,Not Painted,53,5.0
NT000687_STR_1,-25.188041785,132.625598203,NT,No,B (Low),Mast Guyed,102.6,Not Painted,79,5.0
NT000688_STR_1,-17.554940474,133.54457687,NT,No,B (Low),Tower Steel,30.0,Not Painted,50,6.0
NT000694_STR_1,-13.523235,131.48628,NT,No,F (Inland Tropical),Tower Steel,76.1,Not Painted,75,7.0
NT000697_STR_1,-14.086484495,131.98348172,NT,No,B (Low),Tower Steel,45.7,Not Painted,52,8.0
NT000700_STR_1,-17.068973,133.471932,NT,No,B (Low),Tower Steel,73.0,Not Painted,50,9.0
NT000701_STR_1,-12.20770798,131.033301115,NT,No,C (Medium),Mast Guyed,80.0,Not Painted,100,5.0
NT000702_STR_1,-12.024680616,135.565075394,NT,No,E (Very High),Tower Steel,30.0,Not Painted,83,3.0
NT000705_STR_2,-22.970207,134.448916,NT,No,B (Low),Pole Concrete,40.0,Not Painted,80,9.0
NT000706_STR_1,-12.6774,131.13649,NT,No,F (Inland Tropical),Tower Steel,38.1,Not Painted,65,6.0
NT000707_STR_1,-25.22074575,133.08523453,NT,No,B (Low),Mast Guyed,101.4,Not Painted,82,5.0
NT000708_STR_1,-12.66939,132.83449,NT,No,B (Low),Tower Steel,76.0,Not Painted,96,6.0
NT000711_STR_1,-14.52023,132.16021,NT,No,B (Low),Tower Steel,50.0,Not Painted,100,6.0
NT000712_STR_1,-14.325457602,132.417604127,NT,No,B (Low),Mast Guyed,30.0,Not Painted,42,5.0
NT000716_STR_1,-15.544201899,133.187363152,NT,No,B (Low),Tower Steel,60.5,Not Painted,55,8.0
NT000719_STR_1,-13.277858086,136.181700619,NT,No,E (Very High),Mast Guyed,103.0,Not Painted,100,4.0
NT000723_STR_1,-11.775642946,130.567902069,NT,No,E (Very High),Mast Guyed,48.8,Not Painted,89,4.0
NT000725_STR_2,-12.055118,134.231107,NT,No,C (Medium),Mast Guyed,30.5,Not Painted,92,4.0
NT000728_STR_1,-14.935306702,133.059475198,NT,No,B (Low),Tower Steel,76.0,Not Painted,75,6.0
NT000730_STR_1,-12.759132074,131.467582504,NT,No,F (Inland Tropical),Mast Guyed,79.0,Not Painted,100,3.0
NT000732_STR_1,-23.955165374,133.128995446,NT,No,B (Low),Mast Guyed,70.0,Not Painted,85,5.0
NT000735_STR_1,-12.324103,133.05675,NT,No,F (Inland Tropical),Mast Guyed,30.0,Not Painted,80,3.0
NT000737_STR_1,-12.493463,130.98682,NT,No,C (Medium),Tower Steel,30.5,Not Painted,92,4.0
NT000743_STR_1,-16.149030603,133.43316488,NT,No,B (Low),Tower Steel,75.2,Not Painted,65,9.0
NT000746_STR_1,-13.857300761,131.293975435,NT,No,F (Inland Tropical),Mast Guyed,80.0,Not Painted,97,4.0
NT000749_STR_1,-12.855909,131.81342,NT,No,F (Inland Tropical),Mast Guyed,57.0,Not Painted,85,5.0
NT000754_STR_1,-22.202321286,133.421199093,NT,No,B (Low),Mast Guyed,72.0,Not Painted,74,5.0
NT000757_STR_1,-19.63413,134.2237,NT,No,B (Low),Tower Steel,53.0,Aviation,91,8.0
NT000759_STR_1,-13.857121,136.81255,NT,No,E (Very High),Tower Steel,30.0,Not Painted,90,3.0
NT000764_STR_1,-20.955270892,134.208023316,NT,No,B (Low),Mast Guyed,36.6,Not Painted,50,5.0
NT000770_STR_1,-19.449123,133.85222,NT,No,B (Low),Mast Guyed,60.0,Not Painted,95,5.0
NT000772_STR_1,-25.242569,130.98404,NT,No,B (Low),Mast Guyed,36.5,Not Painted,100,4.0
NT000775_STR_1,-12.758814787,130.35961272,NT,No,E (Very High),Mast Guyed,30.5,Not Painted,100,2.0
NT000783_STR_1,-12.632573165,131.07526551,NT,No,F (Inland Tropical),Tower Steel,50.0,Not Painted,100,4.0
NT000803_STR_1,-12.401186351,130.88659249,NT,No,C (Medium),Tower Steel,24.0,Not Painted,65,5.0
NT000805_STR_1,-12.386121,136.59731,NT,No,F (Inland Tropical),Mast Guyed,61.8,Not Painted,50,5.0
NT000807_STR_1,-14.43926,132.274,NT,No,B (Low),Tower Steel,50.0,Not Painted,60,6.0
NT000814_STR_1,-19.710282102,135.826937082,NT,No,B (Low),Tower Steel,30.0,Not Painted,50,8.0
NT000824_STR_1,-13.914103907,135.905268219,NT,No,F (Inland Tropical),Mast Guyed,103.0,Not Painted,100,5.0
NT000840_STR_1,-23.673107,133.8699,NT,No,B (Low),Tower Steel,40.0,Not Painted,95,6.0
NT000849_STR_1,-12.385839,130.912226,NT,No,F (Inland Tropical),Tower Steel,40.0,Not Painted,89,6.0
NT000851_STR_1,-12.503441844,135.804021629,NT,No,F (Inland Tropical),Tower Steel,30.0,Not Painted,100,4.0
NT000854_STR_1,-13.783625,136.19919,NT,No,E (Very High),Mast Guyed,40.0,Not Painted,98,3.0
NT000874_STR_1,-14.509298145,132.392118306,NT,No,B (Low),Tower Steel,50.5,Aviation,60,7.0
NT000907_STR_1,-24.677005122,134.077142436,NT,No,B (Low),Mast Guyed,50.0,Not Painted,95,5.0
NT001790_STR_1,-23.69617,133.88437,NT,No,B (Low),Pole Steel,35.0,Not Painted,81,7.0
NT001980_STR_1,-23.800184381,133.900932741,NT,No,B (Low),Pole Steel,30.0,Not Painted,77,9.0
NT002027_STR_1,-25.19112,130.97552,NT,No,B (Low),Pole Steel,20.0,Not Painted,20,7.0
NT002271_STR_1,-12.4350733,130.74670368,NT,No,E (Very High),Pole Steel,30.0,Not Painted,50,4.0
NT002680_STR_1,-12.554089249,131.151157553,NT,No,F (Inland Tropical),Tower Steel,40.0,Not Painted,73,4.0
NT002681_STR_1,-12.514576363,131.029327241,NT,No,F (Inland Tropical),Tower Steel,40.0,Not Painted,86,5.0
NT002780_STR_1,-23.69165929,133.87238559,NT,No,B (Low),Pole Steel,35.0,Not Painted,60,7.0
NT002793_STR_1,-12.421375789,130.846320734,NT,No,E (Very High),Pole Steel,30.0,Not Painted,100,5.0
NT002819_STR_1,-14.481513333,132.244744722,NT,No,B (Low),Tower Steel,45.0,Not Painted,55,8.0
NT002845_STR_1,-12.401614,130.85329,NT,No,E (Very High),Pole Steel,30.0,Not Painted,97,2.0
NT002855_STR_1,-18.331258996,130.634297003,NT,No,B (Low),Mast Guyed,18.5,Not Painted,75,5.0
NT002856_STR_1,-12.508675,130.96461,NT,No,E (Very High),Tower Steel,50.0,Not Painted,100,4.0
NT003043_STR_1,-23.70856841,133.87464488,NT,No,B (Low),Pole Steel,28.8,Not Painted,85,8.0
NT003075_STR_1,-12.370061,130.906,NT,No,C (Medium),Mast Guyed,45.0,Not Painted,100,5.0
NT003079_STR_1,-14.552944037,133.115571122,NT,No,B (Low),Tower Steel,40.0,Not Painted,50,6.0
NT003080_STR_1,-14.519070003,132.868160005,NT,No,B (Low),Mast Guyed,42.0,Not Painted,50,5.0
NT003226_STR_1,-19.65093,134.18387,NT,No,B (Low),Pole Steel,28.8,Not Painted,93,7.0
NT003404_STR_1,-12.4610542,130.961628,NT,No,C (Medium),Tower Steel,50.0,Not Painted,100,4.0
NT003447_STR_1,-12.456902478,130.847122112,NT,No,E (Very High),Pole Steel,28.8,Not Painted,100,4.0
NT003482_STR_1,-12.34609,130.89152,NT,No,E (Very High),Pole Concrete,35.0,Not Painted,73,5.0
NT003652_STR_1,-14.46224,132.26298,NT,No,B (Low),Pole Steel,33.8,Environment / Aesthetic,100,7.0
NT003658_STR_1,-12.592135365,131.145594911,NT,No,F (Inland Tropical),Tower Steel,50.0,Environment / Aesthetic,75,5.0
NT003672_STR_1,-12.4363785,130.97495,NT,No,F (Inland Tropical),Pole Concrete,35.0,Not Painted,75.4,7.0
NT003702_STR_1,-23.70442,133.85344,NT,No,B (Low),Pole Steel,28.8,Not Painted,100,7.0
NT003715_STR_1,-12.38821,130.90267,NT,No,F (Inland Tropical),Pole Concrete,35.0,Not Painted,98,6.0
NT003716_STR_1,-12.40036,130.91561,NT,No,F (Inland Tropical),Pole Concrete,35.0,Not Painted,30,6.0
NT003725_STR_1,-12.49842,131.00379,NT,No,F (Inland Tropical),Pole Concrete,35.0,Not Painted,55,7.0
NT003771_STR_1,-12.48542,130.96964,NT,No,C (Medium),Tower Steel,50.0,Not Painted,97,5.0
NT003783_STR_1,-12.447893837,130.839959532,NT,No,E (Very High),Pole Steel,36.0,Not Painted,88,4.0
NT003784_STR_1,-12.42747,130.86299,NT,No,E (Very High),Pole Concrete,35.0,Not Painted,70.8,4.0
NT003964_STR_1,-23.700362,133.861944,NT,No,B (Low),Pole Concrete,30.0,Not Painted,65,7.0
NT004033_STR_1,-12.500891338,130.978686477,NT,No,C (Medium),Pole Concrete,30.0,Not Painted,54,6.0
NT004046_STR_1,-12.377707555,130.895868944,NT,No,C (Medium),Pole Concrete,30.0,Not Painted,37,6.0
NT004108_STR_1,-17.370445,133.409282,NT,No,B (Low),Tower Steel,40.0,Not Painted,40,6.0
NT004109_STR_1,-21.53111,133.89005,NT,No,B (Low),Tower Steel,40.0,Not Painted,0.2,8.0
NT004186_STR_1,-17.065468892,133.412100023,NT,No,B (Low),Mast Free Standing,15.0,Not Painted,95,9.0
NT004222_STR_1,-23.523888,133.68083,NT,No,B (Low),Tower Steel,50.0,Not Painted,52,9.0
NT004225_STR_1,-23.73836,133.863188,NT,No,B (Low),Pole Concrete,40.0,Not Painted,48,8.0
NT004227_STR_1,-12.730833,130.94972,NT,No,F (Inland Tropical),Tower Steel,60.0,Not Painted,90,6.0
NT004455_STR_1,-12.818703975,130.620696476,NT,No,F (Inland Tropical),Pole Concrete,40.0,Not Painted,74,8.0
NT004621_STR_1,-12.399661,130.855472,NT,No,E (Very High),Pole Concrete,30.0,Not Painted,75,4.0
NT004728_STR_1,-15.766219,131.819981,NT,No,B (Low),Pole Concrete,30.0,Not Painted,55,10.0
NT005984_STR_1,-22.494146509,137.742177615,NT,No,B (Low),Tower Steel,15.0,Not Painted,62,9.0
NT006297_STR_1,-20.986193,137.84988,NT,No,B (Low),Mast Free Standing,13.1,Not Painted,85,6.0
NT006319_STR_1,-15.767115,130.040145,NT,No,B (Low),Mast Free Standing,29.9,Not Painted,68,6.0
NT006329_STR_1,-19.647693,134.197553,NT,No,B (Low),Pole Steel,30.0,Not Painted,60,7.0
NT006330_STR_1,-14.46908,132.291298,NT,No,B (Low),Pole Concrete,35.0,Not Painted,50,8.0
NT006415_STR_1,-12.432334643,130.841781305,NT,No,E (Very High),Pole Steel,30.0,Not Painted,94,4.0
NT007188_STR_1,-12.479175,130.986335,NT,No,C (Medium),Pole Concrete,40.0,Not Painted,55,6.0
QLD000905_STR_1,-20.25189,148.814236,QLD,No,E (Very High),Pole Steel,15.0,Not Painted,79,5.0
QLD001781_STR_1,-24.29328,143.196536,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,51,10.0
QLD001783_STR_1,-24.83028,143.05966,QLD,No,B (Low),Pole Steel,18.8,Not Painted,79,7.0
QLD001827_STR_1,-16.925877,145.73914,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,100,7.0
QLD001853_STR_1,-27.49091088,149.64156592,QLD,No,B (Low),Tower Steel,50.0,Not Painted,73,8.0
QLD001919_STR_1,-26.951805606,152.578944572,QLD,No,B (Low),Pole Steel,25.0,Not Painted,81,9.0
QLD001964_STR_1,-28.450724,149.5774,QLD,No,B (Low),Mast Guyed,60.0,Not Painted,100,5.0
QLD001982_STR_1,-21.50291,148.35049,QLD,No,F (Inland Tropical),Mast Free Standing,17.5,Not Painted,59,7.0
QLD001991_STR_1,-19.98302631,148.22841829,QLD,No,E (Very High),Pole Steel,30.0,Environment / Aesthetic,100,4.0
QLD001993_STR_1,-27.564907,152.89677,QLD,No,B (Low),Pole Concrete,35.0,Environment / Aesthetic,93,8.0
QLD002018_STR_1,-27.694305,152.65576,QLD,No,B (Low),Pole Concrete,25.0,Not Painted,94,10.0
QLD002026_STR_1,-27.472145,153.09892,QLD,No,B (Low),Pole Steel,35.0,Not Painted,78,8.0
QLD002045_STR_1,-27.38644,153.07666,QLD,No,B (Low),Pole Steel,25.0,Not Painted,100,7.0
QLD002059_STR_1,-27.083595,152.98647,QLD,No,C (Medium),Pole Concrete,40.0,Not Painted,95,6.0
QLD002077_STR_1,-27.604374,153.09116,QLD,No,B (Low),Pole Steel,25.0,Not Painted,76,7.0
QLD002085_STR_1,-25.360794,151.110005,QLD,No,B (Low),Pole Steel,30.0,Not Painted,35,10.0
QLD002087_STR_1,-27.657063,153.11841,QLD,No,B (Low),Pole Steel,25.0,Not Painted,75,7.0
QLD002095_STR_1,-26.46813,152.66824,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,95,9.0
QLD002101_STR_1,-27.438585,153.02457,QLD,No,B (Low),Pole Steel,25.0,Not Painted,100,7.0
QLD002109_STR_1,-27.527977,153.03355,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,100,8.0
QLD002120_STR_1,-27.56368,152.94849,QLD,No,B (Low),Pole Steel,35.0,Not Painted,80,7.0
QLD002129_STR_1,-27.03745999,153.09673822,QLD,No,E (Very High),Pole Steel,30.0,Not Painted,83,6.0
QLD002136_STR_1,-27.06315,152.94712,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,100,7.0
QLD002147_STR_1,-17.82554937,146.0992692,QLD,No,E (Very High),Pole Steel,25.0,Environment / Aesthetic,89,4.0
QLD002149_STR_1,-18.006462,146.05913,QLD,No,E (Very High),Pole Steel,30.0,Not Painted,100,5.0
QLD002150_STR_1,-16.893291,145.56071,QLD,No,F (Inland Tropical),Tower Steel,40.0,Not Painted,78,6.0
QLD002156_STR_1,-25.3967203,152.90076514,QLD,No,C (Medium),Pole Steel,25.0,Not Painted,100,6.0
QLD002163_STR_1,-26.573187,153.08641,QLD,No,C (Medium),Pole Steel,25.2,Not Painted,72,7.0
QLD002164_STR_1,-19.125452,146.86494,QLD,No,E (Very High),Pole Steel,25.0,Environment / Aesthetic,62,5.0
QLD002174_STR_1,-27.591486,152.95265,QLD,No,B (Low),Pole Steel,25.0,Not Painted,88,7.0
QLD002178_STR_1,-27.61455,152.79068,QLD,No,B (Low),Pole Steel,25.0,Not Painted,90,7.0
QLD002179_STR_1,-23.63173339,150.37601443,QLD,No,B (Low),Pole Steel,25.0,Not Painted,100,10.0
QLD002180_STR_1,-23.827864,151.03867,QLD,No,F (Inland Tropical),Pole Steel,25.6,Not Painted,100,9.0
QLD002215_STR_1,-27.92245,149.71588,QLD,No,B (Low),Mast Guyed,61.0,Not Painted,90,5.0
QLD002234_STR_1,-25.504982385,153.129173238,QLD,No,E (Very High),Pole Steel,30.0,Not Painted,98,5.0
QLD002241_STR_1,-26.803755,153.12514,QLD,No,E (Very High),Pole Steel,13.8,Not Painted,69,4.0
QLD002245_STR_1,-27.53,151.20041,QLD,No,B (Low),Mast Guyed,61.0,Not Painted,96,5.0
QLD002248_STR_1,-27.36601363,153.04434925,QLD,No,B (Low),Pole Steel,25.0,Not Painted,87,7.0
QLD002252_STR_1,-27.669106,153.13416,QLD,No,B (Low),Pole Steel,35.0,Protection,84,7.0
QLD002253_STR_1,-27.440449,153.04008,QLD,No,B (Low),Pole Steel,30.0,Not Painted,50,7.0
QLD002254_STR_1,-27.9687584,151.02183233,QLD,No,B (Low),Pole Steel,30.0,Not Painted,98,7.0
QLD002255_STR_1,-27.19448,153.1048,QLD,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,100,6.0
QLD002256_STR_1,-18.721592002,146.587613996,QLD,No,E (Very High),Pole Concrete,20.0,Not Painted,100,4.0
QLD002260_STR_1,-27.366056,152.50183,QLD,No,B (Low),Tower Steel,44.8,Not Painted,95,9.0
QLD002261_STR_1,-20.916103,148.96585,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,95,6.0
QLD002265_STR_1,-24.662613,149.46451,QLD,No,B (Low),Mast Guyed,60.0,Not Painted,60,5.0
QLD002266_STR_1,-26.98880616,150.77322438,QLD,No,B (Low),Tower Steel,40.0,Not Painted,62,8.0
QLD002267_STR_1,-17.728764,145.99185,QLD,No,F (Inland Tropical),Pole Steel,30.0,Environment / Aesthetic,100,9.0
QLD002269_STR_1,-21.357163,149.29759,QLD,No,C (Medium),Tower Steel,30.0,Not Painted,90,7.0
QLD002278_STR_1,-27.446081,152.99205,QLD,No,B (Low),Pole Steel,25.0,Not Painted,31,6.0
QLD002283_STR_1,-27.476726453,153.009296401,QLD,No,B (Low),Pole Steel,20.0,Not Painted,86,6.0
QLD002287_STR_1,-27.495737,153.0556,QLD,No,B (Low),Pole Steel,26.4,Not Painted,67,7.0
QLD002296_STR_1,-27.595745,151.94998,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,89,7.0
QLD002306_STR_1,-27.2972,153.01646,QLD,No,B (Low),Pole Concrete,30.0,Not Painted,91,8.0
QLD002307_STR_1,-27.963488,153.38478,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,84,6.0
QLD002310_STR_1,-27.56737,153.21997,QLD,No,B (Low),Pole Steel,35.0,Not Painted,100,8.0
QLD002311_STR_1,-27.508688,153.02586,QLD,No,B (Low),Pole Steel,25.0,Not Painted,97,7.0
QLD002315_STR_1,-19.2713,146.75455,QLD,No,F (Inland Tropical),Pole Steel,25.0,Not Painted,100,6.0
QLD002339_STR_1,-27.42455,153.0001,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,92,7.0
QLD002343_STR_1,-27.5691,152.97879,QLD,No,B (Low),Pole Steel,25.0,Not Painted,94,7.0
QLD002348_STR_1,-28.006104,153.37694,QLD,No,C (Medium),Pole Steel,23.8,Environment / Aesthetic,71,7.0
QLD002352_STR_1,-27.931278,153.29259,QLD,No,C (Medium),Pole Steel,25.0,Environment / Aesthetic,70,6.0
QLD002357_STR_1,-27.709208,152.93333,QLD,No,B (Low),Tower Steel,50.0,Not Painted,66,6.0
QLD002358_STR_1,-27.19659,152.98659,QLD,No,B (Low),Pole Steel,30.0,Not Painted,75,7.0
QLD002359_STR_1,-27.213623,152.96909,QLD,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
QLD002360_STR_1,-16.859558,145.699803,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,90,9.0
QLD002361_STR_1,-16.91621,145.7238,QLD,No,C (Medium),Pole Steel,33.8,Environment / Aesthetic,100,7.0
QLD002363_STR_1,-26.81976,152.94425,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,95,8.0
QLD002364_STR_1,-27.48233,153.06262,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,95,7.0
QLD002365_STR_1,-28.13005132,153.37324264,QLD,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,99,6.0
QLD002366_STR_1,-27.867262,153.29051,QLD,No,C (Medium),Pole Steel,35.0,Environment / Aesthetic,88,6.0
QLD002368_STR_1,-16.950619,145.69456,QLD,No,F (Inland Tropical),Pole Steel,30.0,Environment / Aesthetic,95,6.0
QLD002370_STR_1,-27.49952,153.24677,QLD,No,B (Low),Pole Steel,35.0,Not Painted,95,7.0
QLD002372_STR_1,-27.628864,153.028,QLD,No,B (Low),Pole Steel,25.0,Not Painted,82,7.0
QLD002376_STR_1,-28.105856,153.33424,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,93,6.0
QLD002377_STR_1,-27.717304,153.14107,QLD,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,65.6,9.0
QLD002378_STR_1,-27.330791,153.08192,QLD,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,99,8.0
QLD002380_STR_1,-15.95042405,145.32604165,QLD,No,C (Medium),Pole Steel,30.0,Not Painted,100,8.0
QLD002382_STR_1,-27.160958,152.954971,QLD,No,B (Low),Pole Steel,30.0,Not Painted,56,8.0
QLD002384_STR_1,-27.41741,153.07155,QLD,No,B (Low),Pole Steel,25.0,Not Painted,43,7.0
